"PATH","ROW","system.index","CLOUD_COVER","h","v"
11,31,"LC09_011031_20211111",0.39,30,5
11,31,"LC09_011031_20211111",0.39,30,6
11,31,"LC09_011031_20211111",0.39,30,6
11,31,"LC09_011031_20211111",0.39,30,5
11,31,"LC09_011031_20211111",0.39,31,5
11,31,"LC09_011031_20211111",0.39,31,6
11,31,"LC09_011031_20211111",0.39,30,6
11,31,"LC09_011031_20211111",0.39,30,5
11,31,"LC09_011031_20211111",0.39,31,6
11,31,"LC09_011031_20211111",0.39,31,6
11,31,"LC09_011031_20211111",0.39,31,5
11,31,"LC09_011031_20211111",0.39,30,6
11,31,"LC09_011031_20211111",0.39,31,5
11,31,"LC09_011031_20211111",0.39,31,5
11,32,"LC09_011032_20211111",0.02,31,6
11,32,"LC09_011032_20211111",0.02,31,6
11,32,"LC09_011032_20211111",0.02,31,7
11,32,"LC09_011032_20211111",0.02,32,7
11,32,"LC09_011032_20211111",0.02,32,7
11,32,"LC09_011032_20211111",0.02,30,7
11,32,"LC09_011032_20211111",0.02,32,7
11,32,"LC09_011032_20211111",0.02,30,7
11,32,"LC09_011032_20211111",0.02,30,6
11,32,"LC09_011032_20211111",0.02,30,6
11,32,"LC09_011032_20211111",0.02,31,6
11,32,"LC09_011032_20211111",0.02,31,7
11,32,"LC09_011032_20211111",0.02,30,6
11,32,"LC09_011032_20211111",0.02,30,6
11,32,"LC09_011032_20211111",0.02,31,6
11,32,"LC09_011032_20211111",0.02,31,7
11,32,"LC09_011032_20211111",0.02,30,7
11,32,"LC09_011032_20211111",0.02,31,7
11,32,"LC09_011032_20211111",0.02,30,7
11,32,"LC09_011032_20211111",0.02,31,7
11,32,"LC09_011032_20211111",0.02,30,7
11,32,"LC09_011032_20211111",0.02,32,7
11,32,"LC09_011032_20211111",0.02,31,6
11,32,"LC09_011032_20211111",0.02,32,7
11,32,"LC09_011032_20211111",0.02,30,6
13,27,"LC09_013027_20220510",0.69,29,2
13,27,"LC09_013027_20220510",0.69,29,1
13,27,"LC09_013027_20220510",0.69,30,2
13,27,"LC09_013027_20220510",0.69,29,1
13,27,"LC09_013027_20220510",0.69,29,1
13,27,"LC09_013027_20220510",0.69,30,1
13,27,"LC09_013027_20220510",0.69,29,1
13,27,"LC09_013027_20220510",0.69,29,2
13,27,"LC09_013027_20220510",0.69,30,1
13,27,"LC09_013027_20220510",0.69,29,2
13,27,"LC09_013027_20220510",0.69,30,2
13,27,"LC09_013027_20220510",0.69,30,1
13,27,"LC09_013027_20220510",0.69,30,2
13,27,"LC09_013027_20220510",0.69,30,1
13,27,"LC09_013027_20220510",0.69,30,2
13,27,"LC09_013027_20220510",0.69,29,2
13,28,"LC09_013028_20220510",0.15,30,3
13,28,"LC09_013028_20220510",0.15,30,2
13,28,"LC09_013028_20220510",0.15,29,3
13,28,"LC09_013028_20220510",0.15,29,3
13,28,"LC09_013028_20220510",0.15,29,3
13,28,"LC09_013028_20220510",0.15,29,2
13,28,"LC09_013028_20220510",0.15,29,2
13,28,"LC09_013028_20220510",0.15,30,3
13,28,"LC09_013028_20220510",0.15,29,2
13,28,"LC09_013028_20220510",0.15,30,2
13,28,"LC09_013028_20220510",0.15,30,3
13,28,"LC09_013028_20220510",0.15,29,3
13,28,"LC09_013028_20220510",0.15,30,2
13,28,"LC09_013028_20220510",0.15,29,2
13,28,"LC09_013028_20220510",0.15,30,2
13,28,"LC09_013028_20220510",0.15,30,3
13,29,"LC09_013029_20220510",0.05,29,5
13,29,"LC09_013029_20220510",0.05,30,4
13,29,"LC09_013029_20220510",0.05,29,4
13,29,"LC09_013029_20220510",0.05,29,3
13,29,"LC09_013029_20220510",0.05,30,4
13,29,"LC09_013029_20220510",0.05,30,5
13,29,"LC09_013029_20220510",0.05,30,5
13,29,"LC09_013029_20220510",0.05,30,3
13,29,"LC09_013029_20220510",0.05,29,5
13,29,"LC09_013029_20220510",0.05,30,4
13,29,"LC09_013029_20220510",0.05,29,4
13,29,"LC09_013029_20220510",0.05,30,5
13,29,"LC09_013029_20220510",0.05,29,5
13,29,"LC09_013029_20220510",0.05,30,4
13,29,"LC09_013029_20220510",0.05,29,5
13,29,"LC09_013029_20220510",0.05,29,4
13,29,"LC09_013029_20220510",0.05,30,4
13,29,"LC09_013029_20220510",0.05,29,3
13,29,"LC09_013029_20220510",0.05,30,3
13,29,"LC09_013029_20220510",0.05,30,3
13,29,"LC09_013029_20220510",0.05,30,5
13,29,"LC09_013029_20220510",0.05,29,3
13,29,"LC09_013029_20220510",0.05,29,4
13,29,"LC09_013029_20220510",0.05,30,3
13,29,"LC09_013029_20220510",0.05,30,3
13,29,"LC09_013029_20220510",0.05,30,4
13,29,"LC09_013029_20220510",0.05,29,4
13,29,"LC09_013029_20220510",0.05,30,3
13,29,"LC09_013029_20220510",0.05,30,5
13,29,"LC09_013029_20220510",0.05,29,4
13,29,"LC09_013029_20220510",0.05,30,5
13,29,"LC09_013029_20220510",0.05,29,5
13,29,"LC09_013029_20220510",0.05,29,5
13,29,"LC09_013029_20220510",0.05,29,3
13,29,"LC09_013029_20220510",0.05,29,3
13,29,"LC09_013029_20220510",0.05,29,3
13,30,"LC09_013030_20211217",0.69,30,6
13,30,"LC09_013030_20211217",0.69,29,6
13,30,"LC09_013030_20211217",0.69,29,4
13,30,"LC09_013030_20211217",0.69,29,4
13,30,"LC09_013030_20211217",0.69,29,6
13,30,"LC09_013030_20211217",0.69,29,6
13,30,"LC09_013030_20211217",0.69,30,5
13,30,"LC09_013030_20211217",0.69,30,4
13,30,"LC09_013030_20211217",0.69,29,5
13,30,"LC09_013030_20211217",0.69,29,6
13,30,"LC09_013030_20211217",0.69,29,4
13,30,"LC09_013030_20211217",0.69,29,5
13,30,"LC09_013030_20211217",0.69,29,6
13,30,"LC09_013030_20211217",0.69,29,5
13,30,"LC09_013030_20211217",0.69,30,6
13,30,"LC09_013030_20211217",0.69,30,4
13,30,"LC09_013030_20211217",0.69,30,4
13,30,"LC09_013030_20211217",0.69,29,5
13,30,"LC09_013030_20211217",0.69,30,6
13,30,"LC09_013030_20211217",0.69,30,5
13,30,"LC09_013030_20211217",0.69,30,6
13,30,"LC09_013030_20211217",0.69,30,5
13,30,"LC09_013030_20211217",0.69,30,4
13,30,"LC09_013030_20211217",0.69,30,5
13,30,"LC09_013030_20211217",0.69,29,5
13,30,"LC09_013030_20211217",0.69,29,4
13,30,"LC09_013030_20211217",0.69,30,5
13,30,"LC09_013030_20211217",0.69,29,6
13,30,"LC09_013030_20211217",0.69,30,4
13,30,"LC09_013030_20211217",0.69,29,5
13,30,"LC09_013030_20211217",0.69,30,5
13,30,"LC09_013030_20211217",0.69,30,6
13,30,"LC09_013030_20211217",0.69,30,4
13,30,"LC09_013030_20211217",0.69,30,6
13,30,"LC09_013030_20211217",0.69,29,4
13,30,"LC09_013030_20211217",0.69,29,4
13,30,"LC09_013030_20220510",0.01,30,6
13,30,"LC09_013030_20220510",0.01,29,6
13,30,"LC09_013030_20220510",0.01,29,4
13,30,"LC09_013030_20220510",0.01,29,4
13,30,"LC09_013030_20220510",0.01,29,6
13,30,"LC09_013030_20220510",0.01,29,6
13,30,"LC09_013030_20220510",0.01,30,5
13,30,"LC09_013030_20220510",0.01,30,4
13,30,"LC09_013030_20220510",0.01,29,5
13,30,"LC09_013030_20220510",0.01,29,6
13,30,"LC09_013030_20220510",0.01,29,4
13,30,"LC09_013030_20220510",0.01,29,5
13,30,"LC09_013030_20220510",0.01,29,6
13,30,"LC09_013030_20220510",0.01,29,5
13,30,"LC09_013030_20220510",0.01,30,6
13,30,"LC09_013030_20220510",0.01,30,4
13,30,"LC09_013030_20220510",0.01,30,4
13,30,"LC09_013030_20220510",0.01,29,5
13,30,"LC09_013030_20220510",0.01,30,6
13,30,"LC09_013030_20220510",0.01,30,5
13,30,"LC09_013030_20220510",0.01,30,6
13,30,"LC09_013030_20220510",0.01,30,5
13,30,"LC09_013030_20220510",0.01,30,4
13,30,"LC09_013030_20220510",0.01,30,5
13,30,"LC09_013030_20220510",0.01,29,5
13,30,"LC09_013030_20220510",0.01,29,4
13,30,"LC09_013030_20220510",0.01,30,5
13,30,"LC09_013030_20220510",0.01,29,6
13,30,"LC09_013030_20220510",0.01,30,4
13,30,"LC09_013030_20220510",0.01,29,5
13,30,"LC09_013030_20220510",0.01,30,5
13,30,"LC09_013030_20220510",0.01,30,6
13,30,"LC09_013030_20220510",0.01,30,4
13,30,"LC09_013030_20220510",0.01,30,6
13,30,"LC09_013030_20220510",0.01,29,4
13,30,"LC09_013030_20220510",0.01,29,4
13,31,"LC09_013031_20220510",0.49,30,6
13,31,"LC09_013031_20220510",0.49,30,7
13,31,"LC09_013031_20220510",0.49,30,7
13,31,"LC09_013031_20220510",0.49,29,6
13,31,"LC09_013031_20220510",0.49,30,7
13,31,"LC09_013031_20220510",0.49,29,6
13,31,"LC09_013031_20220510",0.49,29,6
13,31,"LC09_013031_20220510",0.49,29,6
13,31,"LC09_013031_20220510",0.49,29,7
13,31,"LC09_013031_20220510",0.49,29,7
13,31,"LC09_013031_20220510",0.49,30,7
13,31,"LC09_013031_20220510",0.49,29,7
13,31,"LC09_013031_20220510",0.49,30,6
13,31,"LC09_013031_20220510",0.49,29,7
13,31,"LC09_013031_20220510",0.49,30,6
13,31,"LC09_013031_20220510",0.49,30,6
13,33,"LC09_013033_20220219",0.39,30,8
13,33,"LC09_013033_20220219",0.39,29,8
13,33,"LC09_013033_20220219",0.39,29,9
13,33,"LC09_013033_20220219",0.39,29,8
13,33,"LC09_013033_20220219",0.39,29,9
13,33,"LC09_013033_20220219",0.39,29,9
13,33,"LC09_013033_20220219",0.39,30,8
13,33,"LC09_013033_20220219",0.39,29,8
13,33,"LC09_013033_20220219",0.39,30,8
13,33,"LC09_013033_20220219",0.39,29,8
13,33,"LC09_013033_20220219",0.39,29,9
13,33,"LC09_013033_20220219",0.39,30,9
13,33,"LC09_013033_20220219",0.39,30,9
13,33,"LC09_013033_20220219",0.39,30,8
13,33,"LC09_013033_20220219",0.39,30,9
13,33,"LC09_013033_20220219",0.39,30,9
13,33,"LC09_013033_20220408",0.54,30,8
13,33,"LC09_013033_20220408",0.54,29,8
13,33,"LC09_013033_20220408",0.54,29,9
13,33,"LC09_013033_20220408",0.54,29,8
13,33,"LC09_013033_20220408",0.54,29,9
13,33,"LC09_013033_20220408",0.54,29,9
13,33,"LC09_013033_20220408",0.54,30,8
13,33,"LC09_013033_20220408",0.54,29,8
13,33,"LC09_013033_20220408",0.54,30,8
13,33,"LC09_013033_20220408",0.54,29,8
13,33,"LC09_013033_20220408",0.54,29,9
13,33,"LC09_013033_20220408",0.54,30,9
13,33,"LC09_013033_20220408",0.54,30,9
13,33,"LC09_013033_20220408",0.54,30,8
13,33,"LC09_013033_20220408",0.54,30,9
13,33,"LC09_013033_20220408",0.54,30,9
13,35,"LC09_013035_20220408",0.36,30,10
13,35,"LC09_013035_20220408",0.36,29,10
13,35,"LC09_013035_20220408",0.36,30,10
13,35,"LC09_013035_20220408",0.36,29,11
13,35,"LC09_013035_20220408",0.36,29,11
13,35,"LC09_013035_20220408",0.36,30,11
13,35,"LC09_013035_20220408",0.36,30,10
13,35,"LC09_013035_20220408",0.36,29,10
13,35,"LC09_013035_20220408",0.36,30,11
13,35,"LC09_013035_20220408",0.36,30,11
13,35,"LC09_013035_20220408",0.36,29,10
13,35,"LC09_013035_20220408",0.36,30,11
13,35,"LC09_013035_20220408",0.36,29,10
13,35,"LC09_013035_20220408",0.36,30,10
13,35,"LC09_013035_20220408",0.36,29,11
13,35,"LC09_013035_20220408",0.36,29,11
13,36,"LC09_013036_20220408",0.06,30,12
13,36,"LC09_013036_20220408",0.06,30,11
13,36,"LC09_013036_20220408",0.06,29,12
13,36,"LC09_013036_20220408",0.06,30,12
13,36,"LC09_013036_20220408",0.06,29,12
13,36,"LC09_013036_20220408",0.06,29,11
13,36,"LC09_013036_20220408",0.06,29,12
13,36,"LC09_013036_20220408",0.06,29,11
13,36,"LC09_013036_20220408",0.06,30,11
13,36,"LC09_013036_20220408",0.06,30,11
13,36,"LC09_013036_20220408",0.06,29,11
13,36,"LC09_013036_20220408",0.06,30,11
13,36,"LC09_013036_20220408",0.06,29,12
13,36,"LC09_013036_20220408",0.06,29,11
13,36,"LC09_013036_20220408",0.06,30,12
13,36,"LC09_013036_20220408",0.06,30,12
14,29,"LC09_014029_20220501",0.11,28,5
14,29,"LC09_014029_20220501",0.11,28,5
14,29,"LC09_014029_20220501",0.11,28,5
14,29,"LC09_014029_20220501",0.11,29,5
14,29,"LC09_014029_20220501",0.11,28,4
14,29,"LC09_014029_20220501",0.11,28,4
14,29,"LC09_014029_20220501",0.11,29,4
14,29,"LC09_014029_20220501",0.11,29,4
14,29,"LC09_014029_20220501",0.11,29,5
14,29,"LC09_014029_20220501",0.11,28,5
14,29,"LC09_014029_20220501",0.11,28,4
14,29,"LC09_014029_20220501",0.11,29,4
14,29,"LC09_014029_20220501",0.11,29,5
14,29,"LC09_014029_20220501",0.11,29,5
14,29,"LC09_014029_20220501",0.11,28,4
14,29,"LC09_014029_20220501",0.11,29,4
14,30,"LC09_014030_20220501",0.43,28,6
14,30,"LC09_014030_20220501",0.43,29,5
14,30,"LC09_014030_20220501",0.43,28,5
14,30,"LC09_014030_20220501",0.43,28,5
14,30,"LC09_014030_20220501",0.43,29,6
14,30,"LC09_014030_20220501",0.43,28,6
14,30,"LC09_014030_20220501",0.43,28,6
14,30,"LC09_014030_20220501",0.43,28,6
14,30,"LC09_014030_20220501",0.43,28,5
14,30,"LC09_014030_20220501",0.43,29,6
14,30,"LC09_014030_20220501",0.43,29,5
14,30,"LC09_014030_20220501",0.43,29,6
14,30,"LC09_014030_20220501",0.43,28,5
14,30,"LC09_014030_20220501",0.43,29,5
14,30,"LC09_014030_20220501",0.43,29,6
14,30,"LC09_014030_20220501",0.43,29,5
14,31,"LC09_014031_20220415",0.76,28,6
14,31,"LC09_014031_20220415",0.76,29,7
14,31,"LC09_014031_20220415",0.76,29,7
14,31,"LC09_014031_20220415",0.76,28,7
14,31,"LC09_014031_20220415",0.76,28,6
14,31,"LC09_014031_20220415",0.76,28,7
14,31,"LC09_014031_20220415",0.76,28,7
14,31,"LC09_014031_20220415",0.76,29,7
14,31,"LC09_014031_20220415",0.76,28,7
14,31,"LC09_014031_20220415",0.76,28,6
14,31,"LC09_014031_20220415",0.76,29,6
14,31,"LC09_014031_20220415",0.76,28,6
14,31,"LC09_014031_20220415",0.76,29,6
14,31,"LC09_014031_20220415",0.76,29,6
14,31,"LC09_014031_20220415",0.76,29,7
14,31,"LC09_014031_20220415",0.76,29,6
14,32,"LC09_014032_20211109",0.1,28,7
14,32,"LC09_014032_20211109",0.1,28,7
14,32,"LC09_014032_20211109",0.1,28,7
14,32,"LC09_014032_20211109",0.1,29,8
14,32,"LC09_014032_20211109",0.1,29,7
14,32,"LC09_014032_20211109",0.1,28,8
14,32,"LC09_014032_20211109",0.1,28,8
14,32,"LC09_014032_20211109",0.1,29,7
14,32,"LC09_014032_20211109",0.1,28,8
14,32,"LC09_014032_20211109",0.1,28,8
14,32,"LC09_014032_20211109",0.1,29,7
14,32,"LC09_014032_20211109",0.1,29,8
14,32,"LC09_014032_20211109",0.1,29,8
14,32,"LC09_014032_20211109",0.1,29,7
14,32,"LC09_014032_20211109",0.1,28,7
14,32,"LC09_014032_20211109",0.1,29,8
14,32,"LC09_014032_20220415",0.05,28,7
14,32,"LC09_014032_20220415",0.05,28,7
14,32,"LC09_014032_20220415",0.05,28,7
14,32,"LC09_014032_20220415",0.05,29,8
14,32,"LC09_014032_20220415",0.05,29,7
14,32,"LC09_014032_20220415",0.05,28,8
14,32,"LC09_014032_20220415",0.05,28,8
14,32,"LC09_014032_20220415",0.05,29,7
14,32,"LC09_014032_20220415",0.05,28,8
14,32,"LC09_014032_20220415",0.05,28,8
14,32,"LC09_014032_20220415",0.05,29,7
14,32,"LC09_014032_20220415",0.05,29,8
14,32,"LC09_014032_20220415",0.05,29,8
14,32,"LC09_014032_20220415",0.05,29,7
14,32,"LC09_014032_20220415",0.05,28,7
14,32,"LC09_014032_20220415",0.05,29,8
14,33,"LC09_014033_20211109",0.1,29,9
14,33,"LC09_014033_20211109",0.1,29,8
14,33,"LC09_014033_20211109",0.1,28,8
14,33,"LC09_014033_20211109",0.1,29,8
14,33,"LC09_014033_20211109",0.1,29,9
14,33,"LC09_014033_20211109",0.1,28,9
14,33,"LC09_014033_20211109",0.1,29,9
14,33,"LC09_014033_20211109",0.1,29,8
14,33,"LC09_014033_20211109",0.1,28,9
14,33,"LC09_014033_20211109",0.1,28,8
14,33,"LC09_014033_20211109",0.1,29,8
14,33,"LC09_014033_20211109",0.1,28,9
14,33,"LC09_014033_20211109",0.1,28,9
14,33,"LC09_014033_20211109",0.1,29,9
14,33,"LC09_014033_20211109",0.1,28,8
14,33,"LC09_014033_20211109",0.1,28,8
14,33,"LC09_014033_20220210",0.17,29,9
14,33,"LC09_014033_20220210",0.17,29,8
14,33,"LC09_014033_20220210",0.17,28,8
14,33,"LC09_014033_20220210",0.17,29,8
14,33,"LC09_014033_20220210",0.17,29,9
14,33,"LC09_014033_20220210",0.17,28,9
14,33,"LC09_014033_20220210",0.17,29,9
14,33,"LC09_014033_20220210",0.17,29,8
14,33,"LC09_014033_20220210",0.17,28,9
14,33,"LC09_014033_20220210",0.17,28,8
14,33,"LC09_014033_20220210",0.17,29,8
14,33,"LC09_014033_20220210",0.17,28,9
14,33,"LC09_014033_20220210",0.17,28,9
14,33,"LC09_014033_20220210",0.17,29,9
14,33,"LC09_014033_20220210",0.17,28,8
14,33,"LC09_014033_20220210",0.17,28,8
14,34,"LC09_014034_20211109",0.06,28,9
14,34,"LC09_014034_20211109",0.06,28,10
14,34,"LC09_014034_20211109",0.06,28,10
14,34,"LC09_014034_20211109",0.06,28,9
14,34,"LC09_014034_20211109",0.06,29,9
14,34,"LC09_014034_20211109",0.06,29,10
14,34,"LC09_014034_20211109",0.06,29,10
14,34,"LC09_014034_20211109",0.06,28,10
14,34,"LC09_014034_20211109",0.06,28,10
14,34,"LC09_014034_20211109",0.06,29,10
14,34,"LC09_014034_20211109",0.06,29,9
14,34,"LC09_014034_20211109",0.06,29,10
14,34,"LC09_014034_20211109",0.06,29,9
14,34,"LC09_014034_20211109",0.06,28,9
14,34,"LC09_014034_20211109",0.06,28,9
14,34,"LC09_014034_20211109",0.06,29,9
14,34,"LC09_014034_20220210",0.11,28,9
14,34,"LC09_014034_20220210",0.11,28,10
14,34,"LC09_014034_20220210",0.11,28,10
14,34,"LC09_014034_20220210",0.11,28,9
14,34,"LC09_014034_20220210",0.11,29,9
14,34,"LC09_014034_20220210",0.11,29,10
14,34,"LC09_014034_20220210",0.11,29,10
14,34,"LC09_014034_20220210",0.11,28,10
14,34,"LC09_014034_20220210",0.11,28,10
14,34,"LC09_014034_20220210",0.11,29,10
14,34,"LC09_014034_20220210",0.11,29,9
14,34,"LC09_014034_20220210",0.11,29,10
14,34,"LC09_014034_20220210",0.11,29,9
14,34,"LC09_014034_20220210",0.11,28,9
14,34,"LC09_014034_20220210",0.11,28,9
14,34,"LC09_014034_20220210",0.11,29,9
14,35,"LC09_014035_20211109",0.05,29,10
14,35,"LC09_014035_20211109",0.05,28,10
14,35,"LC09_014035_20211109",0.05,28,11
14,35,"LC09_014035_20211109",0.05,29,11
14,35,"LC09_014035_20211109",0.05,28,10
14,35,"LC09_014035_20211109",0.05,29,11
14,35,"LC09_014035_20211109",0.05,28,11
14,35,"LC09_014035_20211109",0.05,28,11
14,35,"LC09_014035_20211109",0.05,29,10
14,35,"LC09_014035_20211109",0.05,28,10
14,35,"LC09_014035_20211109",0.05,29,11
14,35,"LC09_014035_20211109",0.05,28,11
14,35,"LC09_014035_20211109",0.05,29,10
14,35,"LC09_014035_20211109",0.05,29,10
14,35,"LC09_014035_20211109",0.05,28,10
14,35,"LC09_014035_20211109",0.05,29,11
14,35,"LC09_014035_20220210",0.06,29,10
14,35,"LC09_014035_20220210",0.06,28,10
14,35,"LC09_014035_20220210",0.06,28,11
14,35,"LC09_014035_20220210",0.06,29,11
14,35,"LC09_014035_20220210",0.06,28,10
14,35,"LC09_014035_20220210",0.06,29,11
14,35,"LC09_014035_20220210",0.06,28,11
14,35,"LC09_014035_20220210",0.06,28,11
14,35,"LC09_014035_20220210",0.06,29,10
14,35,"LC09_014035_20220210",0.06,28,10
14,35,"LC09_014035_20220210",0.06,29,11
14,35,"LC09_014035_20220210",0.06,28,11
14,35,"LC09_014035_20220210",0.06,29,10
14,35,"LC09_014035_20220210",0.06,29,10
14,35,"LC09_014035_20220210",0.06,28,10
14,35,"LC09_014035_20220210",0.06,29,11
14,36,"LC09_014036_20211109",0.11,29,12
14,36,"LC09_014036_20211109",0.11,28,11
14,36,"LC09_014036_20211109",0.11,28,11
14,36,"LC09_014036_20211109",0.11,28,12
14,36,"LC09_014036_20211109",0.11,29,11
14,36,"LC09_014036_20211109",0.11,29,11
14,36,"LC09_014036_20211109",0.11,28,12
14,36,"LC09_014036_20211109",0.11,29,12
14,36,"LC09_014036_20211109",0.11,28,12
14,36,"LC09_014036_20211109",0.11,29,11
14,36,"LC09_014036_20211109",0.11,28,11
14,36,"LC09_014036_20211109",0.11,28,11
14,36,"LC09_014036_20211109",0.11,29,11
14,36,"LC09_014036_20211109",0.11,29,12
14,36,"LC09_014036_20211109",0.11,28,12
14,36,"LC09_014036_20211109",0.11,29,12
14,36,"LC09_014036_20211114",0.09,29,12
14,36,"LC09_014036_20211114",0.09,28,11
14,36,"LC09_014036_20211114",0.09,28,11
14,36,"LC09_014036_20211114",0.09,28,12
14,36,"LC09_014036_20211114",0.09,29,11
14,36,"LC09_014036_20211114",0.09,29,11
14,36,"LC09_014036_20211114",0.09,28,12
14,36,"LC09_014036_20211114",0.09,29,12
14,36,"LC09_014036_20211114",0.09,28,12
14,36,"LC09_014036_20211114",0.09,29,11
14,36,"LC09_014036_20211114",0.09,28,11
14,36,"LC09_014036_20211114",0.09,28,11
14,36,"LC09_014036_20211114",0.09,29,11
14,36,"LC09_014036_20211114",0.09,29,12
14,36,"LC09_014036_20211114",0.09,28,12
14,36,"LC09_014036_20211114",0.09,29,12
14,36,"LC09_014036_20220210",0.09,29,12
14,36,"LC09_014036_20220210",0.09,28,11
14,36,"LC09_014036_20220210",0.09,28,11
14,36,"LC09_014036_20220210",0.09,28,12
14,36,"LC09_014036_20220210",0.09,29,11
14,36,"LC09_014036_20220210",0.09,29,11
14,36,"LC09_014036_20220210",0.09,28,12
14,36,"LC09_014036_20220210",0.09,29,12
14,36,"LC09_014036_20220210",0.09,28,12
14,36,"LC09_014036_20220210",0.09,29,11
14,36,"LC09_014036_20220210",0.09,28,11
14,36,"LC09_014036_20220210",0.09,28,11
14,36,"LC09_014036_20220210",0.09,29,11
14,36,"LC09_014036_20220210",0.09,29,12
14,36,"LC09_014036_20220210",0.09,28,12
14,36,"LC09_014036_20220210",0.09,29,12
15,28,"LC09_015028_20220508",0.41,27,3
15,28,"LC09_015028_20220508",0.41,28,3
15,28,"LC09_015028_20220508",0.41,27,3
15,28,"LC09_015028_20220508",0.41,28,4
15,28,"LC09_015028_20220508",0.41,27,3
15,28,"LC09_015028_20220508",0.41,28,3
15,28,"LC09_015028_20220508",0.41,28,3
15,28,"LC09_015028_20220508",0.41,27,4
15,28,"LC09_015028_20220508",0.41,27,4
15,28,"LC09_015028_20220508",0.41,28,3
15,28,"LC09_015028_20220508",0.41,27,4
15,28,"LC09_015028_20220508",0.41,27,4
15,28,"LC09_015028_20220508",0.41,28,4
15,28,"LC09_015028_20220508",0.41,28,4
15,28,"LC09_015028_20220508",0.41,28,4
15,28,"LC09_015028_20220508",0.41,27,3
