system:index,CLOUD_COVER
LC09_013030_20220510,0.01
LC09_013030_20220526,50.46
LC09_013030_20220611,65.23
LC09_013030_20220627,97.51
LC09_013031_20211104,13.17
LC09_013031_20211217,6.35
LC09_013031_20220118,39.78
LC09_013031_20220219,67.9
LC09_013031_20220307,97.7
LC09_013031_20220323,96.0
LC09_013031_20220408,66.69
LC09_013031_20220424,57.93
LC09_013031_20220510,0.49
LC09_013031_20220526,56.93
LC09_013031_20220611,81.14
LC09_013032_20211104,42.0
LC09_013032_20211217,45.75
LC09_013032_20220118,53.57
LC09_013032_20220219,11.68
LC09_013032_20220307,84.44
LC09_013032_20220323,99.47
LC09_013032_20220408,5.98
LC09_013032_20220424,30.13
LC09_013032_20220510,25.43
LC09_013032_20220526,64.2
LC09_013032_20220611,81.34
LC09_013033_20211104,90.32
LC09_013033_20211217,65.49
LC09_013033_20220118,39.29
LC09_013033_20220219,0.39
LC09_013033_20220307,66.9
LC09_013033_20220323,99.21
LC09_013033_20220408,0.54
LC09_013033_20220424,12.14
LC09_013033_20220510,69.98
LC09_013033_20220526,60.41
LC09_013033_20220627,43.35
LC09_013035_20211217,20.0
LC09_013035_20220118,43.34
LC09_013035_20220203,27.22
LC09_013035_20220219,7.98
LC09_013035_20220307,7.28
LC09_013035_20220323,99.16
LC09_013035_20220408,0.36
LC09_013035_20220424,2.58
LC09_013035_20220611,42.18
LC09_013035_20220627,21.92
LC09_013036_20211217,15.43
LC09_013036_20220118,40.13
LC09_013036_20220203,7.4
LC09_013036_20220219,28.65
LC09_013036_20220307,10.38
LC09_013036_20220323,87.51
LC09_013036_20220408,0.06
LC09_013036_20220424,11.14
LC09_013036_20220611,45.9
LC09_013036_20220627,8.64
LC09_014028_20211109,62.67
LC09_014028_20211224,50.86
LC09_014028_20220125,23.47
LC09_014028_20220226,10.05
LC09_014028_20220330,17.21
LC09_014028_20220415,37.06
LC09_014028_20220501,6.38
LC09_014028_20220602,52.99
LC09_014029_20211109,44.83
LC09_014029_20211114,43.19
LC09_014029_20211224,48.12
LC09_014029_20220125,72.85
LC09_014029_20220226,21.29
LC09_014029_20220330,37.79
LC09_014029_20220415,30.51
LC09_014029_20220501,0.11
LC09_014029_20220517,86.52
LC09_014029_20220602,93.58
LC09_014030_20211109,35.46
LC09_014030_20211114,88.07
LC09_014030_20220125,77.15
LC09_014030_20220226,30.55
LC09_014030_20220330,78.97
LC09_014030_20220415,9.75
LC09_014030_20220501,0.43
LC09_014030_20220517,65.76
LC09_014030_20220602,77.26
LC09_014031_20211109,8.79
LC09_014031_20211114,55.93
LC09_014031_20220210,51.51
LC09_014031_20220226,40.73
LC09_014031_20220330,99.91
LC09_014031_20220415,0.76
LC09_014031_20220501,16.5
LC09_014031_20220517,63.25
LC09_014031_20220618,90.23
LC09_014032_20211109,0.1
LC09_014032_20211114,88.44
LC09_014032_20211224,71.88
LC09_014032_20220210,13.14
LC09_014032_20220226,39.49
LC09_014032_20220330,96.23
LC09_014032_20220415,0.05
LC09_014032_20220501,20.95
LC09_014032_20220517,13.83
LC09_014032_20220602,68.18
LC09_014032_20220618,69.97
LC09_014033_20211109,0.1
LC09_014033_20211114,80.14
LC09_014033_20211224,12.42
LC09_014033_20220210,0.17
LC09_014033_20220226,54.46
LC09_014033_20220330,96.39
LC09_014033_20220415,3.05
LC09_014033_20220501,82.76
LC09_014033_20220517,21.52
LC09_014033_20220602,24.6
LC09_014033_20220618,66.89
LC09_014034_20211109,0.06
LC09_014034_20211114,57.63
LC09_014034_20211224,49.78
LC09_014034_20220109,52.08
LC09_014034_20220125,90.26
LC09_014034_20220210,0.11
LC09_014034_20220226,95.49
LC09_014034_20220330,60.57
LC09_014034_20220415,9.98
LC09_014034_20220501,74.51
LC09_014034_20220517,20.05
LC09_014034_20220602,25.34
LC09_014034_20220618,29.36
LC09_014035_20211109,0.05
LC09_014035_20211114,2.64
LC09_014035_20211224,21.0
LC09_014035_20220109,65.18
LC09_014035_20220125,80.64
LC09_014035_20220210,0.06
LC09_014035_20220330,44.52
LC09_014035_20220415,7.41
LC09_014035_20220501,23.08
LC09_014035_20220517,7.93
LC09_014035_20220602,21.11
LC09_014035_20220618,32.3
LC09_014036_20211109,0.11
LC09_014036_20211114,0.09
LC09_014036_20211224,4.12
LC09_014036_20220109,24.81
LC09_014036_20220210,0.09
LC09_014036_20220415,14.97
LC09_014036_20220501,10.97
LC09_014036_20220517,5.07
LC09_014036_20220602,3.23
LC09_014036_20220618,6.13
LC09_014037_20211114,6.84
LC09_015028_20211124,4.66
LC09_015028_20211215,100.0
LC09_015028_20220116,3.49
LC09_015028_20220201,33.69
LC09_015028_20220305,43.01
LC09_015028_20220321,57.85
LC09_015028_20220406,1.23
LC09_015028_20220422,64.86
LC09_015028_20220508,0.41
LC09_015028_20220524,66.45
LC09_015028_20220625,10.66
LC09_015029_20211124,1.3
LC09_015029_20211215,100.0
LC09_015029_20220116,3.12
LC09_015029_20220201,7.46
LC09_015029_20220305,80.28
LC09_015029_20220321,11.29
LC09_015029_20220406,6.26
LC09_015029_20220422,69.86
LC09_015029_20220508,0.89
LC09_015029_20220524,40.62
LC09_015029_20220625,4.03
LC09_015030_20211124,4.01
LC09_015030_20211215,100.0
LC09_015030_20220116,2.1
LC09_015030_20220201,6.22
LC09_015030_20220305,100.0
LC09_015030_20220321,14.2
LC09_015030_20220406,82.45
LC09_015030_20220422,50.5
LC09_015030_20220508,0.02
LC09_015030_20220524,19.82
LC09_015030_20220625,1.04
LC09_015031_20211119,69.94
LC09_015031_20211124,2.04
LC09_015031_20211215,95.99
LC09_015031_20220116,6.02
LC09_015031_20220201,18.55
LC09_015031_20220305,100.0
LC09_015031_20220321,1.62
LC09_015031_20220422,6.17
LC09_015031_20220508,0.26
LC09_015031_20220524,90.2
LC09_015031_20220609,81.43
LC09_015031_20220625,6.23
LC09_015032_20211119,22.89
LC09_015032_20211124,0.49
LC09_015032_20211215,66.0
LC09_015032_20220116,72.3
LC09_015032_20220201,27.67
LC09_015032_20220217,92.71
LC09_015032_20220305,91.93
LC09_015032_20220321,2.4
LC09_015032_20220422,1.48
LC09_015032_20220508,69.15
LC09_015032_20220609,48.09
LC09_015032_20220625,9.87
LC09_015033_20211119,4.8
LC09_015033_20211124,0.1
LC09_015033_20211215,37.58
LC09_015033_20220116,100.0
LC09_015033_20220201,19.73
LC09_015033_20220217,97.51
LC09_015033_20220305,22.13
LC09_015033_20220321,15.24
LC09_015033_20220422,9.09
LC09_015033_20220609,35.66
LC09_015033_20220625,6.69
LC09_015034_20211119,5.98
LC09_015034_20211124,0.03
LC09_015034_20211215,10.36
LC09_015034_20220201,28.57
LC09_015034_20220217,76.26
LC09_015034_20220305,36.61
LC09_015034_20220321,21.84
LC09_015034_20220406,76.47
LC09_015034_20220422,6.84
LC09_015034_20220609,25.83
LC09_015034_20220625,10.35
LC09_015035_20211119,4.21
LC09_015035_20211124,0.03
LC09_015035_20211215,8.43
LC09_015035_20211231,87.68
LC09_015035_20220201,1.01
LC09_015035_20220217,79.92
LC09_015035_20220305,86.35
LC09_015035_20220321,0.04
LC09_015035_20220406,19.79
LC09_015035_20220422,0.57
LC09_015035_20220524,100.0
LC09_015035_20220609,49.67
LC09_015035_20220625,6.74
LC09_015036_20211119,26.04
LC09_015036_20211124,0.04
LC09_015036_20211215,13.9
LC09_015036_20211231,56.09
LC09_015036_20220201,0.33
LC09_015036_20220217,49.02
LC09_015036_20220305,47.34
LC09_015036_20220321,0.04
LC09_015036_20220406,1.54
LC09_015036_20220422,0.19
LC09_015036_20220524,86.02
LC09_015036_20220609,72.51
LC09_015036_20220625,16.45
LC09_015037_20211119,39.44
LC09_015037_20211124,7.72
LC09_015037_20211215,6.09
LC09_015037_20211231,50.83
LC09_015037_20220201,0.33
LC09_015037_20220217,7.57
LC09_015037_20220305,16.49
LC09_015037_20220321,0.02
LC09_015037_20220406,62.0
LC09_015037_20220422,1.58
LC09_015037_20220524,45.92
LC09_015037_20220609,50.89
LC09_015037_20220625,19.92
LC09_015040_20211124,77.46
LC09_015040_20211231,18.62
LC09_015040_20220201,32.27
LC09_015040_20220217,24.14
LC09_015040_20220305,18.17
LC09_015040_20220321,3.57
LC09_015040_20220406,41.81
LC09_015040_20220422,42.05
LC09_015040_20220508,4.68
LC09_015040_20220524,15.36
LC09_015040_20220609,12.57
LC09_015040_20220625,32.1
LC09_015041_20211124,57.44
LC09_015041_20211215,33.1
LC09_015041_20211231,4.87
LC09_015041_20220201,43.16
LC09_015041_20220217,35.16
LC09_015041_20220305,11.94
LC09_015041_20220321,7.39
LC09_015041_20220406,19.88
LC09_015041_20220422,28.66
LC09_015041_20220508,11.04
LC09_015041_20220524,18.98
LC09_015041_20220609,21.95
LC09_015041_20220625,66.16
LC09_015042_20211124,23.45
LC09_015042_20211215,19.68
LC09_015042_20211231,5.57
LC09_015042_20220116,94.29
LC09_015042_20220201,47.7
LC09_015042_20220217,37.68
LC09_015042_20220305,20.05
LC09_015042_20220321,16.36
LC09_015042_20220406,18.75
LC09_015042_20220422,55.86
LC09_015042_20220508,27.54
LC09_015042_20220524,32.03
LC09_015042_20220609,33.83
LC09_015042_20220625,43.48
LC09_015043_20211124,27.02
LC09_015043_20211215,8.34
LC09_015043_20211231,2.06
LC09_015043_20220116,58.93
LC09_015043_20220201,52.03
LC09_015043_20220217,23.89
LC09_015043_20220305,29.29
LC09_015043_20220321,25.67
LC09_015043_20220406,8.43
LC09_015043_20220422,66.55
LC09_015043_20220508,15.95
LC09_015043_20220524,55.38
LC09_015043_20220609,46.19
LC09_015043_20220625,50.64
LC09_016029_20211102,57.32
LC09_016029_20220107,18.76
LC09_016029_20220123,65.51
LC09_016029_20220224,24.35
LC09_016029_20220328,98.49
LC09_016029_20220429,0.0
LC09_016029_20220515,64.29
LC09_016029_20220531,9.71
LC09_016029_20220616,73.52
LC09_016030_20211102,68.53
LC09_016030_20220107,65.63
LC09_016030_20220224,33.02
LC09_016030_20220328,79.22
LC09_016030_20220413,69.75
LC09_016030_20220429,0.59
LC09_016030_20220515,40.64
LC09_016030_20220531,16.12
LC09_016030_20220616,49.2
LC09_016031_20211102,76.06
LC09_016031_20211206,94.09
LC09_016031_20220107,72.21
LC09_016031_20220123,75.66
LC09_016031_20220224,85.88
LC09_016031_20220328,92.07
LC09_016031_20220413,83.77
LC09_016031_20220429,1.43
LC09_016031_20220515,40.37
LC09_016031_20220531,36.45
LC09_016031_20220616,86.01
LC09_016032_20211206,89.44
LC09_016032_20211222,66.82
LC09_016032_20220107,52.92
LC09_016032_20220123,54.27
LC09_016032_20220208,74.68
LC09_016032_20220328,83.45
LC09_016032_20220413,98.14
LC09_016032_20220429,0.06
LC09_016032_20220515,33.05
LC09_016032_20220531,14.49
LC09_016032_20220616,78.86
LC09_016033_20211206,68.66
LC09_016033_20211222,20.3
LC09_016033_20220107,22.78
LC09_016033_20220123,42.73
LC09_016033_20220208,10.66
LC09_016033_20220328,40.94
LC09_016033_20220413,73.49
LC09_016033_20220429,3.65
LC09_016033_20220515,16.67
LC09_016033_20220531,6.82
LC09_016033_20220616,25.4
LC09_016034_20211206,44.4
LC09_016034_20211222,0.05
LC09_016034_20220107,32.85
LC09_016034_20220123,48.22
LC09_016034_20220208,21.62
LC09_016034_20220328,0.44
LC09_016034_20220413,36.37
LC09_016034_20220429,73.41
LC09_016034_20220515,9.88
LC09_016034_20220531,1.5
LC09_016034_20220616,20.13
LC09_016035_20211102,74.31
LC09_016035_20211206,16.2
LC09_016035_20211222,0.89
LC09_016035_20220107,45.29
LC09_016035_20220123,5.12
LC09_016035_20220208,81.34
LC09_016035_20220328,0.02
LC09_016035_20220413,42.38
LC09_016035_20220429,76.93
LC09_016035_20220515,43.19
LC09_016035_20220531,0.25
LC09_016035_20220616,32.17
LC09_016036_20211102,14.83
LC09_016036_20211206,0.85
LC09_016036_20211222,1.58
LC09_016036_20220107,58.45
LC09_016036_20220123,3.91
LC09_016036_20220208,92.78
LC09_016036_20220224,67.63
LC09_016036_20220328,5.73
LC09_016036_20220413,38.29
LC09_016036_20220429,34.28
LC09_016036_20220515,65.71
LC09_016036_20220531,4.77
LC09_016036_20220616,25.84
LC09_016037_20211102,12.72
LC09_016037_20211206,52.07
LC09_016037_20211222,10.76
LC09_016037_20220107,6.47
LC09_016037_20220123,0.26
LC09_016037_20220224,9.42
LC09_016037_20220328,2.61
LC09_016037_20220413,54.95
LC09_016037_20220429,3.23
LC09_016037_20220515,53.87
LC09_016037_20220531,35.11
LC09_016037_20220616,26.11
LC09_016038_20211102,49.92
LC09_016038_20211206,54.33
LC09_016038_20211222,33.11
LC09_016038_20220107,0.04
LC09_016038_20220123,12.37
LC09_016038_20220224,2.41
LC09_016038_20220328,0.21
LC09_016038_20220413,39.3
LC09_016038_20220429,3.84
LC09_016038_20220515,22.44
LC09_016038_20220531,30.15
LC09_016038_20220616,21.37
LC09_016039_20211102,30.11
LC09_016039_20211206,10.46
LC09_016039_20211222,44.84
LC09_016039_20220107,12.02
LC09_016039_20220123,39.75
LC09_016039_20220224,5.29
LC09_016039_20220328,0.04
LC09_016039_20220413,32.3
LC09_016039_20220429,13.75
LC09_016039_20220515,20.56
LC09_016039_20220531,28.0
LC09_016039_20220616,12.26
LC09_016040_20211102,26.16
LC09_016040_20211206,3.45
LC09_016040_20211222,61.31
LC09_016040_20220107,30.59
LC09_016040_20220224,4.2
LC09_016040_20220328,0.04
LC09_016040_20220413,70.81
LC09_016040_20220429,53.9
LC09_016040_20220515,36.42
LC09_016040_20220531,45.11
LC09_016040_20220616,14.66
LC09_016041_20211102,24.39
LC09_016041_20211206,28.44
LC09_016041_20211222,29.77
LC09_016041_20220107,17.67
LC09_016041_20220224,12.27
LC09_016041_20220328,0.17
LC09_016041_20220413,48.3
LC09_016041_20220429,46.59
LC09_016041_20220515,14.08
LC09_016041_20220531,30.25
LC09_016041_20220616,6.54
LC09_016042_20211102,13.41
LC09_016042_20211206,25.23
LC09_016042_20211222,58.94
LC09_016042_20220107,37.19
LC09_016042_20220208,86.05
LC09_016042_20220224,8.8
LC09_016042_20220328,2.5
LC09_016042_20220413,36.26
LC09_016042_20220429,30.67
LC09_016042_20220515,4.76
LC09_016042_20220531,57.0
LC09_016042_20220616,39.14
LC09_016043_20211206,5.08
LC09_016043_20211222,25.02
LC09_016043_20220107,40.84
LC09_016043_20220208,59.43
LC09_016043_20220224,9.17
LC09_016043_20220328,0.59
LC09_016043_20220429,6.79
LC09_016043_20220515,1.18
LC09_016043_20220616,81.59
LC09_017029_20211107,4.61
LC09_017029_20211112,9.56
LC09_017029_20211213,10.55
LC09_017029_20220114,8.16
LC09_017029_20220130,49.11
LC09_017029_20220215,22.57
LC09_017029_20220303,3.57
LC09_017029_20220404,86.94
LC09_017029_20220420,7.36
LC09_017029_20220506,78.23
LC09_017029_20220623,31.04
LC09_017030_20211107,0.81
LC09_017030_20211112,11.91
LC09_017030_20211213,0.11
LC09_017030_20220114,66.03
LC09_017030_20220130,59.54
LC09_017030_20220215,26.16
LC09_017030_20220303,21.93
LC09_017030_20220404,78.74
LC09_017030_20220420,14.53
LC09_017030_20220506,100.0
LC09_017030_20220623,4.85
LC09_017031_20211107,0.01
LC09_017031_20211112,5.62
LC09_017031_20211213,0.06
LC09_017031_20220130,79.42
LC09_017031_20220215,19.25
LC09_017031_20220303,66.62
LC09_017031_20220319,78.05
LC09_017031_20220404,72.99
LC09_017031_20220420,19.39
LC09_017031_20220522,89.71
LC09_017031_20220623,0.82
LC09_017032_20211107,0.02
LC09_017032_20211112,0.96
LC09_017032_20211213,0.06
LC09_017032_20220130,81.46
LC09_017032_20220215,27.19
LC09_017032_20220303,74.4
LC09_017032_20220319,80.93
LC09_017032_20220404,100.0
LC09_017032_20220420,16.29
LC09_017032_20220522,64.87
LC09_017032_20220623,9.64
LC09_017033_20211107,0.22
LC09_017033_20211112,0.92
LC09_017033_20211213,0.16
LC09_017033_20211229,76.65
LC09_017033_20220130,96.69
LC09_017033_20220215,13.49
LC09_017033_20220303,79.61
LC09_017033_20220319,68.84
LC09_017033_20220404,99.4
LC09_017033_20220420,13.85
LC09_017033_20220522,35.65
LC09_017033_20220623,24.33
LC09_017034_20211107,6.54
LC09_017034_20211112,0.3
LC09_017034_20211213,0.02
LC09_017034_20220114,78.74
LC09_017034_20220130,82.1
LC09_017034_20220215,7.34
LC09_017034_20220303,24.85
LC09_017034_20220319,62.03
LC09_017034_20220404,45.89
LC09_017034_20220420,3.53
LC09_017034_20220522,20.8
LC09_017034_20220623,32.89
LC09_017035_20211107,8.39
LC09_017035_20211112,0.51
LC09_017035_20211213,0.06
LC09_017035_20220114,24.76
LC09_017035_20220130,69.64
LC09_017035_20220215,0.44
LC09_017035_20220303,2.46
LC09_017035_20220319,55.96
LC09_017035_20220404,7.1
LC09_017035_20220420,0.42
LC09_017035_20220506,99.97
LC09_017035_20220522,16.54
LC09_017035_20220607,90.52
LC09_017035_20220623,47.25
LC09_017036_20211107,44.38
LC09_017036_20211112,0.27
LC09_017036_20211213,2.36
LC09_017036_20211229,82.09
LC09_017036_20220114,0.34
LC09_017036_20220130,8.38
LC09_017036_20220215,0.35
LC09_017036_20220303,0.05
LC09_017036_20220319,67.85
LC09_017036_20220404,19.31
LC09_017036_20220420,4.73
LC09_017036_20220506,90.3
LC09_017036_20220522,35.44
LC09_017036_20220607,75.79
LC09_017036_20220623,39.16
LC09_017037_20211107,67.72
LC09_017037_20211112,0.02
LC09_017037_20211213,1.26
LC09_017037_20211229,78.69
LC09_017037_20220114,0.12
LC09_017037_20220130,0.04
LC09_017037_20220215,0.94
LC09_017037_20220303,0.02
LC09_017037_20220319,74.34
LC09_017037_20220404,8.2
LC09_017037_20220420,6.14
LC09_017037_20220506,99.91
LC09_017037_20220522,59.8
LC09_017037_20220607,54.63
LC09_017037_20220623,20.95
LC09_017038_20211107,74.95
LC09_017038_20211112,9.23
LC09_017038_20211213,19.14
LC09_017038_20211229,32.14
LC09_017038_20220114,0.45
LC09_017038_20220130,0.04
LC09_017038_20220215,43.93
LC09_017038_20220303,0.08
LC09_017038_20220319,59.12
LC09_017038_20220404,0.49
LC09_017038_20220420,18.7
LC09_017038_20220506,96.56
LC09_017038_20220522,78.37
LC09_017038_20220607,32.03
LC09_017038_20220623,11.42
LC09_017039_20211107,53.19
LC09_017039_20211112,58.61
LC09_017039_20211213,92.88
LC09_017039_20211229,15.98
LC09_017039_20220114,0.53
LC09_017039_20220130,0.04
LC09_017039_20220215,71.76
LC09_017039_20220303,21.28
LC09_017039_20220319,76.03
LC09_017039_20220404,0.09
LC09_017039_20220420,24.35
LC09_017039_20220506,93.57
LC09_017039_20220522,81.27
LC09_017039_20220607,16.34
LC09_017040_20211107,24.21
LC09_017040_20211112,94.94
LC09_017040_20211213,41.0
LC09_017040_20211229,3.96
LC09_017040_20220114,0.12
LC09_017040_20220130,0.02
LC09_017040_20220215,47.89
LC09_017040_20220303,21.66
LC09_017040_20220319,38.23
LC09_017040_20220404,1.26
LC09_017040_20220420,6.7
LC09_017040_20220506,61.51
LC09_017040_20220522,78.71
LC09_017040_20220607,9.94
LC09_017041_20211107,28.36
LC09_017041_20211213,55.3
LC09_017041_20211229,0.72
LC09_017041_20220114,8.87
LC09_017041_20220130,0.36
LC09_017041_20220215,86.8
LC09_017041_20220303,17.62
LC09_017041_20220319,30.41
LC09_017041_20220404,33.44
LC09_017041_20220420,0.52
LC09_017041_20220506,7.46
LC09_017041_20220522,64.95
LC09_017041_20220607,10.88
LC09_018029_20211122,66.45
LC09_018029_20211204,78.07
LC09_018029_20220121,3.89
LC09_018029_20220310,81.74
LC09_018029_20220326,90.15
LC09_018029_20220411,58.23
LC09_018029_20220427,93.82
LC09_018029_20220513,0.02
LC09_018029_20220529,22.29
LC09_018029_20220614,1.26
LC09_018030_20211122,55.27
LC09_018030_20211204,76.23
LC09_018030_20211220,84.45
LC09_018030_20220121,14.19
LC09_018030_20220206,23.94
LC09_018030_20220310,88.13
LC09_018030_20220411,46.0
LC09_018030_20220513,0.53
LC09_018030_20220529,22.38
LC09_018030_20220614,4.05
LC09_018031_20211204,55.18
LC09_018031_20211220,23.49
LC09_018031_20220121,40.51
LC09_018031_20220206,10.18
LC09_018031_20220310,91.89
LC09_018031_20220411,90.27
LC09_018031_20220513,12.78
LC09_018031_20220529,23.83
LC09_018031_20220614,41.31
LC09_018032_20211117,92.45
LC09_018032_20211122,32.42
LC09_018032_20211204,21.99
LC09_018032_20211220,0.1
LC09_018032_20220105,90.01
LC09_018032_20220121,30.49
LC09_018032_20220206,0.46
LC09_018032_20220310,50.82
LC09_018032_20220411,98.24
LC09_018032_20220427,52.57
LC09_018032_20220513,35.73
LC09_018032_20220529,19.86
LC09_018033_20211117,83.25
LC09_018033_20211122,29.13
LC09_018033_20211204,4.62
LC09_018033_20211220,0.07
LC09_018033_20220105,79.29
LC09_018033_20220121,32.81
LC09_018033_20220206,1.29
LC09_018033_20220310,70.68
LC09_018033_20220411,93.16
LC09_018033_20220427,5.65
LC09_018033_20220513,51.09
LC09_018033_20220529,7.32
LC09_018033_20220614,72.97
LC09_018034_20211117,35.21
LC09_018034_20211122,73.4
LC09_018034_20211204,76.53
LC09_018034_20211220,10.63
LC09_018034_20220105,98.05
LC09_018034_20220121,86.84
LC09_018034_20220206,2.36
LC09_018034_20220222,98.05
LC09_018034_20220310,99.99
LC09_018034_20220326,96.39
LC09_018034_20220411,75.84
LC09_018034_20220427,1.18
LC09_018034_20220513,71.36
LC09_018034_20220529,20.4
LC09_018034_20220614,65.5
LC09_018035_20211117,11.51
LC09_018035_20211122,47.35
LC09_018035_20211204,76.11
LC09_018035_20211220,45.32
LC09_018035_20220105,69.05
LC09_018035_20220206,1.05
LC09_018035_20220222,97.15
LC09_018035_20220310,95.38
LC09_018035_20220326,27.84
LC09_018035_20220411,64.7
LC09_018035_20220427,0.01
LC09_018035_20220513,71.49
LC09_018035_20220529,14.38
LC09_018035_20220614,97.85
LC09_018036_20211117,9.06
LC09_018036_20211122,45.03
LC09_018036_20211204,74.44
LC09_018036_20211220,42.03
LC09_018036_20220105,25.79
LC09_018036_20220206,0.04
LC09_018036_20220222,89.73
LC09_018036_20220326,0.06
LC09_018036_20220411,71.29
LC09_018036_20220427,0.02
LC09_018036_20220513,78.73
LC09_018036_20220529,17.74
LC09_018036_20220614,76.16
LC09_018037_20211117,5.92
LC09_018037_20211122,86.88
LC09_018037_20211204,80.97
LC09_018037_20211220,99.98
LC09_018037_20220105,45.52
LC09_018037_20220206,25.07
LC09_018037_20220222,19.09
LC09_018037_20220326,0.03
LC09_018037_20220411,51.54
LC09_018037_20220427,0.02
LC09_018037_20220529,28.72
LC09_018037_20220614,51.28
LC09_018038_20211117,0.03
LC09_018038_20211204,61.7
LC09_018038_20220105,32.14
LC09_018038_20220206,74.13
LC09_018038_20220222,0.04
LC09_018038_20220326,0.01
LC09_018038_20220411,11.16
LC09_018038_20220427,0.45
